ID,_Icon1,_IconIndex1,_Place_Info1,_NPC_Info1,_Icon2,_IconIndex2,_Place_Info2,_NPC_Info2,_Talk1,_Talk2,_Purpose,_Accept_Message,_Accept_Image,_Complete_Message,_Complete_Image,_City_Name,_Mission_OnOff1,_Mission_OnOff2,_Mission_OnOff3,_Mission_OnOff4,_Quest_BaseLV,_Quest_Kind,_Quest_Guidegroup,_Quest_Npcposition,_Quest_Purpseposition,_Quest_Next,_Quest_Guidediable,_Quest_DifficultyLV,_Mission_Note1,_Npc_Talk1,_Npc_Talk2,_Npc_Talk3,_Npc_Talk4,_Npc_Talk5,_Npc_Talk6
9492109,10005000,183,爬呀爬大樹,出差的柯鬥,10005000,183,爬呀爬大樹,出差的柯鬥,我想從上面的爬呀爬花瓣收集一樣東西。,這是部下們獻給蜂怪女王的神秘的食物！,"從""爬呀爬花瓣""的[蜂怪女王]那裡獲得<蜂王漿>，然後向""出差的柯鬥""報告。",不僅味道甘甜，還含有豐富的營養素。只是我對花粉過敏……哈啾！,0,請跟菲莉亞說柯鬥正在認真調查。這可是性命攸關的問題……,0,17,1,1,1,1,155,劇情,0,35,35,0,1,155,,0,0,0,0,0,0
9492110,10005000,183,爬呀爬大樹,出差的柯鬥,10005000,183,爬呀爬大樹,出差的柯鬥,我完全猜不出傻瓜在什麼地方徘徊……,我可以告訴你那個傻瓜喜歡<高處>和繁華的<大城市>。,找到[流浪漢沃參]拿回<原始精華>。,也許在城市的某個高樓屋頂觀賞風景……,0,沃參果然喜歡在高處欣賞夕陽……你要小心處理那個原始精華……,0,17,1,1,1,1,155,劇情,0,35,19,0,1,155,,0,0,0,0,0,0
9492111,10005000,183,爬呀爬大樹,出差的柯鬥,10005000,183,爬呀爬大樹,出差的柯鬥,這棵爬呀爬大樹非常神秘，可以讓周圍所有的植物獲得力量。,可以說因為有這顆樹，附近的原野地帶才會存在。,"找""出差的柯鬥""完成任務並獲得<妖術果實>，然後從""出差的柯鬥""那裡完成任務。",拿走之前，務必給我簽名！！因為這對我來說是性命攸關的大事……,0,要不要在水耕農場種植？殖民地會遭到浩劫嗎……？,0,17,1,1,1,1,155,劇情,0,35,38,0,1,155,,0,0,0,0,0,0
9492112,10005000,183,爬呀爬大樹,出差的柯鬥,10005000,183,爬呀爬大樹,出差的柯鬥,是個有如原始精髓般貴重的物品… 但是我卻弄丟了。,叫做<生命火種>，應該可以在附近的地下克杜卡遺址中找到!,"請於""地下克杜卡遺址""中從[野蠻族飛鏢手]、[野蠻族火炬手]、[野蠻族持杖手]那裡獲得<生命火種>。",有公會的人可以在公會副本抓公會植物。,0,或許這是植物系怪物的靈魂…… 裡面蘊含著驚人的力量。,0,17,1,1,1,1,155,劇情,0,35,40,0,1,155,,0,0,0,0,0,0
9492113,10005000,191,停等區 2,菲莉亞,10005000,183,爬呀爬大樹,出差的柯鬥,我搜集了能給水耕農場帶來活力的全部要素。,現在請把這個交給菲莉亞。,"把<妖術果實>、<原始精華>、<生命火種>、<蜂王漿>交給""水耕農場""的""菲莉亞""。",交給你辦比交給沃參可靠多了。現在我能歇一會兒了……,0,這些東西太有價值了。不知道如何感謝你才好……看來這次要好好誇獎柯鬥了！,0,17,1,1,1,1,155,劇情,0,35,157,0,1,155,,0,0,0,0,0,0
9493101,10005000,190,停等區 3,莎拉斯芭蒂,10005000,190,D-拉伯,莎拉斯芭蒂,我想查出異次元干涉這裡的根本原因。,很小的也可以，能幫我找找嗎？,"探索""D-拉伯""找出異世界，然後向""停等區3""的""莎拉斯芭蒂""報告。",如果發現奇怪的東西請告訴我。,0,語言相通的陌生人……？\n這真是特殊的‘線索’。,0,17,1,1,1,1,155,劇情,0,143,143,0,1,155,,0,0,0,0,0,0
9493102,10005000,190,停等區 3,莎拉斯芭蒂,10005000,190,D-拉伯,莎拉斯芭蒂,之前能跟他們對話，是因為那一瞬間我們處於相同的[頻道]。,不能錯過這個機會。[精神共鳴器]會在D-拉伯的某個地方。,"從""D-拉伯""的任何怪物身上獲得<精神共鳴器> → 與""D-拉伯5""的""謎樣男女""嘗試對話後 → 向""莎拉斯芭蒂""報告結果。",我覺得很有可能在D-拉伯的某個怪物身上……,0,謝謝你拿來珍貴的對話記錄。,0,17,1,1,1,1,155,劇情,0,143,143,0,1,155,,0,0,0,0,0,0
9493103,10005000,190,停等區 3,莎拉斯芭蒂,10005000,190,D-拉伯,莎拉斯芭蒂,地獄之門的主人好像精神失常了……,所以才會更充分地發揮自己的<屬性>。,"在""地獄之門""打敗[霍爾]，然後向""莎拉斯芭蒂""報告。",你一定要提高警惕。那是非常危險的對手。,0,謝謝你的勇武。這樣一來，D-拉伯…不，亞斯卡勒特都能安心了。,0,17,1,1,1,1,155,劇情,0,143,144,0,1,155,,0,0,0,0,0,0
118301026,10005000,191,水耕農場,菲莉亞,10005000,191,水耕農場,菲莉亞,如果背包裡有妖術果實，我可以幫你整理！,,"把<妖術果實>交給""菲莉亞""。",來！快點快點！時間不就是金錢嗎？?,0,任務完成！★,0,18,1,1,1,1,155,一般,0,157,142,0,1,155,,0,0,0,0,0,0
118301027,10005000,191,水耕農場,菲莉亞,10005000,191,水耕農場,菲莉亞,你還帶著原始精華？請交給我~,,"把<原始精華>交給""菲莉亞""。",來！快點快點！時間不就是金錢嗎？?,0,任務完成！★,0,18,1,1,1,1,155,一般,0,157,142,0,1,155,,0,0,0,0,0,0
118301028,10005000,191,水耕農場,菲莉亞,10005000,191,水耕農場,菲莉亞,生命火種會佔用倉庫空間。請還給我~,,"把<生命火種>交給""菲莉亞""。",來！快點快點！時間不就是金錢嗎？?,0,任務完成！★,0,18,1,1,1,1,155,一般,0,157,142,0,1,155,,0,0,0,0,0,0
118301029,10005000,191,水耕農場,菲莉亞,10005000,191,水耕農場,菲莉亞,倉庫空間是不是不夠用了？讓我幫你整理蜂王漿吧。,,"把<蜂王漿>返還給""菲莉亞""。",來！快點快點！時間不就是金錢嗎？?,0,任務完成！★,0,18,1,1,1,1,155,一般,0,157,142,0,1,155,,0,0,0,0,0,0
115046000,10005000,165,不知名的世界,薩伊安,10005000,196,地獄之門,雷克德& 昆利,穩定次元的工作暫時告一段落。現在可以前往下一個地區了。,但是我覺得那邊的空間跟以前打開通道時不太一樣了。,"請穿越""地獄之門""進入""異世界""，尋找被困在其中的某個人。",,0,旅行者，見到你很高興。,0,17,1,1,1,1,165,劇情,0,139,139,0,1,155,,0,0,0,0,0,0
128201001,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,聯合公會正在尋找可以執行任務的冒險家!我們需要你的能力!有許多的受難者正在天空海等待救援!,你過來我再跟你詳細說明。現在情況很緊急，快點過來!!,"和""聯合公會"" ""銀光盾牌酒館"" 屋頂上的""少女""對話",辛苦了,0,艾妮斯就拜託你了!,0,21,1,1,1,1,170,轉職,0,184,184,128201002,1,170,靠近屋頂上的少女後便展開對話,0,0,0,0,0,0
128201002,10005000,232,市中心,艾妮斯,10005000,211,聯合公會,屋頂上的少女,漂流都市是無法利用無限迴廊或魔法師的移動魔法就可以到達的地方。好像是有某種東西將魔法阻斷，但可以利用出現在天空海上空的飛空艇前往。,天空號是我妹妹的得意之作!上去後，它會自動帶領冒險家到我妹妹的所在位置，加油囉!,"抵達漂流都市的""市中心""",辛苦了,0,真的很謝謝你前來相助!,0,21,1,1,1,1,170,轉職,0,0,0,128201003,1,170,透過無限迴廊的傳送門移動,0,0,0,0,0,0
